smsid,publicationName,issn,issncut,eissn,scienceMetrixDomain,scienceMetrixField,scienceMetrixSubfield,scienceMatrixSubfieldId
"113554","Reviews in Gynaecological Practice","1471-7697","14717697","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107517","Reviews of Reproduction","1359-6004","13596004","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"126075","Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia","0100-7203","01007203","1806-9339","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"126173","Revista chilena de obstetricia y ginecologia","0048-766X","0048766X","0717-7526","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"122796","Revista Cubana de Obstetricia y Ginecologia","0138-600X","0138600X","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101525","Revista Iberoamericana de Fertilidad y Reproduccion Humana","1132-0249","11320249","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"120154","Revue du Praticien - Gynecologie et Obstetrique","1280-1437","12801437","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"115129","Seminars in Perinatology","0146-0005","01460005","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"108843","Seminars in reproductive endocrinology","0734-8630","07348630","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"104428","Seminars in Reproductive Medicine","1526-8004","15268004","1526-4564","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"127639","Sexologies - Revue Europeene de Sante Sexuelle / European Journal of Sexual Health","1158-1360","11581360","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"119853","Sexuality, Reproduction and Menopause","1546-2501","15462501","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"130233","Systems Biology in Reproductive Medicine (Informa)","1939-6368","19396368","1939-6376","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"118369","Taiwanese Journal of Obstetrics & Gynecology","1028-4559","10284559","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"107045","The European Journal of Contraception and Reproductive Health Care (Informa)","1362-5187","13625187","1473-0782","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101465","The journal of family planning and reproductive health care / Faculty of Family Planning & Reproductive Health Care, Royal College of Obstetricians & Gynaecologists","1471-1893","14711893","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"113975","The Journal of reproduction and development","0916-8818","09168818","1348-4400","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111928","The Journal of reproductive medicine","0024-7758","00247758","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"119521","The Journal of Sexual Medicine","1743-6095","17436095","1743-6109","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"101137","The Practising Midwife","1461-3123","14613123","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"109258","Toko-ginecologia practica","0040-8867","00408867","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"111224","Ultrasound in Obstetrics and Gynecology","0960-7692","09607692","1469-0705","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"120063","Ultrasound Review of Obstetrics & Gynecology","1472-2240","14722240","1743-8950","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"123110","Urogynaecologia International Journal","1121-3086","11213086","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"124770","Women and Birth","1871-5192","18715192","","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"109932","Women's health (London, England)","1745-5057","17455057","1745-5065","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"115415","Zeitschrift für Geburtshilfe and Neonatologie","0948-2393","09482393","1439-1651","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"113480","Zentralblatt für Gynakologie","0044-4197","00444197","1438-9762","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"103140","Zygote","0967-1994","09671994","1469-8730","Health Sciences","Clinical Medicine","Obstetrics & Reproductive Medicine","115"
"118178","Acta Oncologica (Informa)","0284-186X","0284186X","1651-226X","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"112466","Advances in cancer research","0065-230X","0065230X","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"118405","Ai zheng = Aizheng = Chinese journal of cancer","1000-467X","1000467X","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"125257","American Journal of Cancer","1175-6357","11756357","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"102291","American Journal of Clinical Oncology: Cancer Clinical Trials","0277-3732","02773732","1537-453X","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"116838","Angiogenesis","0969-6970","09696970","1573-7209","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"122315","Annales Academiae Medicae Gedanensis","0303-4135","03034135","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"126120","Annals of Cancer Research and Therapy","1344-6835","13446835","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"113204","Annals of Oncology","0923-7534","09237534","1569-8041","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"111947","Annals of Surgical Oncology","1068-9265","10689265","1534-4681","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"119744","Anti-Cancer Drugs","0959-4973","09594973","1473-5741","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"108534","Anticancer research","0250-7005","02507005","1791-7530","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"115941","Apmis","0903-4641","09034641","1600-0463","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"131331","Archive of Oncology","0354-7310","03547310","1450-9520","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"103414","Arkhiv patologii","0004-1955","00041955","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"126087","Asian Pacific journal of cancer prevention : APJCP","1513-7368","15137368","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"129430","Asia-Pacific Journal of Clinical Oncology","1743-7555","17437555","1743-7563","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"112180","BBA - Reviews on Cancer","0304-419X","0304419X","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"122338","Biomarkers in medicine","1752-0363","17520363","1752-0371","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"118762","Biomedicine & Pharmacotherapy","0753-3322","07533322","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"119712","BMC Cancer","","","1471-2407","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"117029","Brachytherapy","1538-4721","15384721","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"114817","Breast cancer (Tokyo, Japan)","1340-6868","13406868","1880-4233","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"103547","Breast Cancer Research","","","1465-5411","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"113623","Breast Cancer Research and Treatment","0167-6806","01676806","1573-7217","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"116002","Breast care (Basel, Switzerland)","1661-3791","16613791","1661-3805","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"109399","Breast Diseases: A Year Book Quarterly","1043-321X","1043321X","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"102041","British Journal of Cancer","0007-0920","00070920","1532-1827","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"101882","Bulletin du Cancer","0007-4551","00074551","1769-6917","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"100285","Ca: A Cancer Journal for Clinicians","0007-9235","00079235","1542-4863","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"103725","Cancer","0008-543X","0008543X","1097-0142","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"109428","Cancer and Metastasis Reviews","0167-7659","01677659","1573-7233","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"109974","Cancer biochemistry biophysics","0305-7232","03057232","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"121399","Cancer Biology and Therapy","1538-4047","15384047","1555-8576","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"124280","Cancer biomarkers : section A of Disease markers","1574-0153","15740153","1875-8592","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"106503","Cancer Cell","1535-6108","15356108","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"108052","Cancer Cell International","","","1475-2867","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"111603","Cancer Chemotherapy and Pharmacology","0344-5704","03445704","1432-0843","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"116612","Cancer Chemotherapy and Pharmacology, Supplement","0943-9404","09439404","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"119649","Cancer control : journal of the Moffitt Cancer Center","1073-2748","10732748","1526-2359","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"100841","Cancer Detection and Prevention","0361-090X","0361090X","1525-1500","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"130141","Cancer Forum","0311-306X","0311306X","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"106408","Cancer Gene Therapy","0929-1903","09291903","1476-5500","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"101702","Cancer Genetics and Cytogenetics","0165-4608","01654608","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"102290","Cancer genomics & proteomics","1109-6535","11096535","1790-6295","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"109672","Cancer immunity : a journal of the Academy of Cancer Immunology","","","1424-9634","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"110141","Cancer Investigation (Informa)","0735-7907","07357907","1532-4192","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"114758","Cancer Journal","1528-9117","15289117","1540-336X","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"115276","Cancer Letters","0304-3835","03043835","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"117505","Cancer Microenvironment","1875-2292","18752292","1875-2284","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"130948","Cancer Molecular Biology","1110-5313","11105313","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"109086","Cancer practice","1065-4704","10654704","1523-5394","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"131527","Cancer Prevention Research","1940-6207","19406207","1940-6215","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"101758","Cancer Radiotherapie","1278-3218","12783218","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"114350","Cancer Research","0008-5472","00085472","1538-7445","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"115775","Cancer Research, Therapy and Control","1064-0525","10640525","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"113038","Cancer Science","1347-9032","13479032","1349-7006","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"108189","Cancer surveys","0261-2429","02612429","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"118683","Cancer Treatment Reviews","0305-7372","03057372","","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
"120076","Carcinogenesis","0143-3334","01433334","1460-2180","Health Sciences","Clinical Medicine","Oncology & Carcinogenesis","116"
