
Similarity Threshold,Article ID,Title,Journal,Authors,Affiliations,Keywords,Cluster to which the article was assigned,Number of articles in the selected cluster,Cluster ultimately selected in Phase 2 matching,Status of ReCiter's determination for this article with respect to reference standard
0.3,18561871,Gender-specific decrease in NUDR and 5-HT1A receptor proteins in the prefrontal cortex of subjects with major depressive disorder.,The international journal of neuropsychopharmacology / official scientific journal of the Collegium Internationale Neuropsychopharmacologicum (CINP),"Bernadeta null Szewczyk, Paul R Albert, Ariel M Burns, Margaret null Czesak, James C Overholser, George J Jurjus, Herbert Y Meltzer, Lisa C Konick, Lesa null Dieter, Nicole null Herbst, Warren null May, Grazyna null Rajkowska, Craig A Stockmeier, Mark C Austin, ","Department of Psychiatry and Human Behavior, University of Mississippi Medical Center, Jackson, MS 39216-4505, USA., ","Adult,Aged,Aged, 80 and over,Case-Control Studies,Chi-Square Distribution,Depressive Disorder, Major,Female,Genotype,Humans,Male,Middle Aged,Nuclear Proteins,Phosphopyruvate Hydratase,Prefrontal Cortex,Receptor, Serotonin, 5-HT1A,Sex Characteristics,Young Adult,",3,9,No,True Negative
0.3,17535813,Differential repression by freud-1/CC2D1A at a polymorphic site in the dopamine-D2 receptor gene.,The Journal of biological chemistry,"Anastasia null Rogaeva, Xiao-ming null Ou, Hamed null Jafar-nejad, Sylvie null Lemonde, Paul R Albert, ","Ottawa Health Research Institute (Neuroscience) and Department of Cellular and Molecular Medicine, University of Ottawa, Ottawa, Ontario K1H-8M5, Canada., ","Alleles,Animals,Base Sequence,Cell Line,Cell Nucleus,Cytosol,Humans,Mice,Models, Biological,Molecular Sequence Data,Polymorphism, Genetic,Protein Binding,Receptors, Dopamine D2,Repressor Proteins,Transcription, Genetic,",3,9,No,True Negative
0.3,25431119,Direct analysis of mAb aggregates in mammalian cell culture supernatant.,BMC biotechnology,"Albert J Paul, Karen null Schwab, Friedemann null Hesse, ",,",",4,1,No,True Negative
0.3,25266038,Editorial. Thematic section: serotonin and its receptors.,The international journal of neuropsychopharmacology / official scientific journal of the Collegium Internationale Neuropsychopharmacologicum (CINP),"Paul R Albert, ","OHRI (Neuroscience),University of Ottawa,451 Smyth Road Ottawa, ONCanadaK1H-8M5.",",",5,18,No,True Negative
0.3,24936175,Serotonin-prefrontal cortical circuitry in anxiety and depression phenotypes: pivotal role of pre- and post-synaptic 5-HT1A receptor expression.,Frontiers in behavioral neuroscience,"Paul R Albert, Faranak null Vahid-ansari, Christine null Luckhart, ","Neuroscience, Ottawa Hospital Research Institute, University of Ottawa Ottawa, ON, Canada., Neuroscience, Ottawa Hospital Research Institute, University of Ottawa Ottawa, ON, Canada ; Department of Cellular and Molecular Medicine, University of Ottawa Ottawa ON, Canada., Neuroscience, Ottawa Hospital Research Institute, University of Ottawa Ottawa, ON, Canada ; Department of Cellular and Molecular Medicine, University of Ottawa Ottawa ON, Canada.","anxiety,depression,interneurons,prefrontal cortex,pyramidal neurons,raphe nuclei,serotonin receptors,transcription factors,",5,18,No,True Negative
0.3,24359928,Light up your life: optogenetics for depression?,"Journal of psychiatry ","Paul R Albert, ","Ottawa Hospital Research Institute (Neuroscience), University of Ottawa, Ottawa, Ont., Canada.",",",5,18,No,True Negative
0.3,24180393,Transcriptional dys-regulation in anxiety and major depression: 5-HT1A gene promoter architecture as a therapeutic opportunity.,Current pharmaceutical design,"Paul R Albert, Laura M Fiori, ","Ottawa Hospital Research Institute, Neuroscience, University of Ottawa, 451 Smyth Road, Ottawa, Ontario, Canada K1H-8M5. palbert@uottawa.ca.","Animals,Anxiety,Base Sequence,Depressive Disorder, Major,Disease Models, Animal,Gene Expression Regulation,Gene Frequency,Gene-Environment Interaction,Humans,Molecular Sequence Data,Promoter Regions, Genetic,Receptor, Serotonin, 5-HT1A,Regulatory Elements, Transcriptional,Sequence Alignment,Species Specificity,Transcription, Genetic,",5,18,No,True Negative
0.3,23846693,DEAF1 is a Pellino1-interacting protein required for interferon production by Sendai virus and double-stranded RNA.,The Journal of biological chemistry,"Alban null Ordureau, Karine null Enesa, Sambit null Nanda, Brice null Le francois, Mark null Peggie, Alan null Prescott, Paul R Albert, Philip null Cohen, 23846693 null 23846693, ","MRC Protein Phosphorylation and Ubiquitylation Unit, Sir James Black Centre, University of Dundee, Dundee DD1 5EH, Scotland, United Kingdom., University of Dundee University of Dundee Dundee United Kingdom Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada ","Cytokines/Interferon,DEAF1,Double-stranded RNA Viruses,Fibroblast,IRF3,Interferon,Pellino1,TBK1,Transcription Factors,Animals,DEAD-box RNA Helicases,HEK293 Cells,Humans,Interferon Regulatory Factor-3,Interferon-beta,Mice,Nuclear Proteins,Protein-Serine-Threonine Kinases,RNA, Double-Stranded,Respirovirus Infections,Sendai virus,Signal Transduction,Toll-Like Receptor 3,Transcription Factors,Transcription, Genetic,Ubiquitin-Protein Ligases,",5,18,No,True Negative
0.3,23440469,"The neurobiology of depression--revisiting the serotonin hypothesis. II. Genetic, epigenetic and clinical studies.","Philosophical transactions of the Royal Society of London. Series B, Biological sciences","Paul R Albert, Chawki null Benkelfat, 23440469 null 23440469, ","Ottawa Hospital Research Institute (Neuroscience), University of Ottawa, Ottawa, Ontario, Canada. palbert@uottawa.ca, Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada ","Animals,Antidepressive Agents,Depression,Epigenesis, Genetic,Genetic Predisposition to Disease,Humans,Neuroimaging,Raphe Nuclei,Receptors, Serotonin,Serotonin,Serotonin Plasma Membrane Transport Proteins,",5,18,No,True Negative
0.3,22931683,Drugs for kids: good or bad?,"Journal of psychiatry ","Paul R Albert, 22931683 null 22931683, ","Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada ","Adolescent,Animals,Antipsychotic Agents,Attention Deficit Disorder with Hyperactivity,Bipolar Disorder,Central Nervous System Stimulants,Child,Humans,Models, Animal,Schizophrenia,",5,18,No,True Negative
0.3,22826341,Transcriptional regulation of the 5-HT1A receptor: implications for mental illness.,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","Paul R Albert, 22826341 null 22826341, ","Ottawa Hospital Research Institute (Neuroscience), University of Ottawa, , 451 Smyth Road, Ottawa, ON, Canada , K1H 8M5. palbert@uottawa.ca, Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada ","Alleles,Animals,Antidepressive Agents,Anxiety,Autoreceptors,Depression,Gene Expression Regulation,Gene Frequency,Gene-Environment Interaction,Genotype,Humans,Promoter Regions, Genetic,Receptor, Serotonin, 5-HT1A,Synaptic Transmission,Transcription Factors,Transcription, Genetic,",5,18,No,True Negative
0.3,22826338,The neurobiology of depression--revisiting the serotonin hypothesis. I. Cellular and molecular mechanisms.,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","Paul R Albert, Chawki null Benkelfat, Laurent null Descarries, 22826338 null 22826338, ","Ottawa Hospital Research Institute (Neuroscience), University of Ottawa, , Ottawa, Ontario, Canada , K1H 8M5., Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada McGill University McGill University Montreal Canada Universite de Montreal UniversitÃ© de MontrÃ©al University of Montreal Montreal Canada ","Animals,Anxiety,Depression,Humans,Neurons,Serotonin,Serotonin Uptake Inhibitors,Social Behavior,Synaptic Transmission,",5,18,No,True Negative
0.3,22177524,Ser/a€SThr residues at I±3/I²5 loop of GI±s are important in morphine-induced adenylyl cyclase sensitization but not mitogen-activated protein kinase phosphorylation.,The FEBS journal,"Mohammad null Seyedabadi, Seyed Nasser Ostad, Paul R Albert, Ahmad R Dehpour, Reza null Rahimian, Mahmoud null Ghazi-khansari, Mohammad H Ghahremani, 22177524 null 22177524, ","Department of Pharmacology, School of Medicine, Tehran University of Medical Sciences, Iran., Tehran University of Medical Sciences Tehran University of Medical Sciences Tehran Iran University of Ottawa, Canada University of Ottawa Ottawa Canada ","Adenylate Cyclase,Adrenergic beta-Agonists,Analgesics, Opioid,Animals,Blotting, Western,Cell Line, Tumor,Cyclic AMP,Enzyme Activation,GTP-Binding Protein alpha Subunits, Gs,Immunoprecipitation,Isoproterenol,Mice,Mitogen-Activated Protein Kinase 1,Mitogen-Activated Protein Kinase 3,Mitogen-Activated Protein Kinases,Morphine,Mutation,Phosphorylation,Protein Binding,Receptors, Adrenergic, beta-2,Receptors, Opioid, mu,Serine,Threonine,Transfection,",5,18,No,True Negative
0.3,22011561,What is a functional genetic polymorphism? Defining classes of functionality.,"Journal of psychiatry ","Paul R Albert, 22011561 null 22011561, ","University of Ottawa, Canada University of Ottawa Ottawa Canada ","Animals,Classification,Gene Expression,Humans,Mental Disorders,Polymorphism, Genetic,",5,18,No,True Negative
0.3,21155902,Freud-2/CC2D1B mediates dual repression of the serotonin-1A receptor gene.,The European journal of neuroscience,"Mahmoud R Hadjighassem, Kimberly null Galaraga, Paul R Albert, 21155902 null 21155902, ","Ottawa Hospital Research Institute (Neuroscience) and Department of Cellular and Molecular Medicine, University of Ottawa, 451 Smyth Road, Ottawa, ON, Canada K1H 8M5., Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada ","Amino Acid Sequence,Animals,Cell Line,Gene Expression Regulation,Humans,Male,Mice,Mice, Inbred C57BL,Molecular Sequence Data,Promoter Regions, Genetic,RNA, Small Interfering,Rats,Receptor, Serotonin, 5-HT1A,Repressor Proteins,Tissue Distribution,",5,18,No,True Negative
0.3,20964959,Epigenetics in mental illness: hope or hype?,"Journal of psychiatry ","Paul R Albert, 20964959 null 20964959, ","Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada ","DNA Methylation,Environment,Epigenomics,Genetic Markers,Genome-Wide Association Study,Humans,Mental Disorders,",5,18,No,True Negative
0.3,20661455,Modifying 5-HT1A Receptor Gene Expression as a New Target for Antidepressant Therapy.,Frontiers in neuroscience,"Paul R Albert, Brice Le Frana§ois, ","Department of Neuroscience, Ottawa Hospital Research Institute, University of Ottawa Ottawa, ON, Canada., ","5-HT1A receptor,autoreceptor,major depressive disorder,raphe nuclei,serotonin receptors,transcription,",5,18,No,True Negative
0.3,17157307,Chemoreception of sucrose and amino acids in second and fourth instars of the spruce budworm Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae).,Journal of insect physiology,"M null Sandoval, Paul J Albert, ","Department of Biology, Concordia University, 7141 Sherbrooke St. W., Montreal, Que., Canada H4B 1R6., ","Amino Acids,Animals,Chemoreceptor Cells,Electrophysiology,Larva,Moths,Neurons,Sucrose,",5,18,No,True Negative
0.3,14651944,5-HT1A-mediated promotion of mitogen-activated T and B cell survival and proliferation is associated with increased translocation of NF-kappaB to the nucleus.,"Brain, behavior, and immunity","Mohamed null Abdouh, Paul R Albert, Elliot null Drobetsky, Ja¡nos G Filep, Edouard null Kouassi, ","Guy-Bernier Research Center, Maisonneuve-Rosemont Hospital, Montreal, Que., Canada H1T 2M4., ","8-Hydroxy-2-(di-n-propylamino)tetralin,Animals,B-Lymphocytes,Cell Division,Cell Nucleus,Cell Survival,Female,Lymphocyte Activation,Mice,Mice, Inbred BALB C,Mitogens,NF-kappa B,Piperazines,Pyridines,Receptor, Serotonin, 5-HT1A,Serotonin Receptor Agonists,Signal Transduction,T-Lymphocytes,Translocation, Genetic,",5,18,No,True Negative
0.3,12886514,"Kinases, intracellular calcium, and apolipophorin-III influence the adhesion of larval hemocytes of the lepidopterous insect, Galleria mellonella.",Archives of insect biochemistry and physiology,"Robert J Zakarian, Gary B Dunphy, Manfred E Rau, Paul J Albert, ","Department of Natural Resource Sciences, McGill University, Montreal, Canada., ","Animals,Apolipoproteins,Calcium,Cell Adhesion,Diglycerides,Drug Interactions,Enzyme Activation,Enzyme Inhibitors,Hemocytes,Intracellular Fluid,Isoenzymes,Larva,Lepidoptera,Phosphotransferases,Tetradecanoylphorbol Acetate,Type C Phospholipases,",5,18,No,True Negative
0.3,12770066,Apolipophorin-III affects the activity of the haemocytes of Galleria mellonella larvae.,Journal of insect physiology,"Robert J. Zakarian, Gary B. Dunphy, Paul J. Albert, Manfred E. Rau, ","Department of Natural Resource Sciences, McGill University, 21, 111 Lakeshore Road, Ste. Anne de Bellevue, H9X 3V9, QuA©bec, Canada, ",",",5,18,No,True Negative
0.3,25156417,Modeling longitudinal data with a random change point and no time-zero: applications to inference and prediction of the labor curve.,Biometrics,"Alexander C Mclain, Paul S Albert, ","Department of Epidemiology and Biostatistics, University of South Carolina, 800 Sumter Street, Columbia, South Carolina, 29208, U.S.A., ","Change point,Heterogeneity,Longitudinal analysis,Prediction,",6,1,No,True Negative
0.3,24946016,Stress-induced alterations in 5-HT1A receptor transcriptional modulators NUDR and Freud-1.,The international journal of neuropsychopharmacology / official scientific journal of the Collegium Internationale Neuropsychopharmacologicum (CINP),"Bernadeta null Szewczyk, Katarzyna null Kotarska, Mireille null Daigle, Paulina null Misztak, Magdalena null Sowa-kucma, Anna null Rafalo, Katarzyna null Curzytek, Marta null Kubera, Agnieszka null Basta-kaim, Gabriel null Nowak, Paul R Albert, ","Department of Neurobiology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, 31-343 Krakow,Poland., Department of Neurobiology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, 31-343 Krakow,Poland., Ottawa Hospital Research Institute (Neuroscience), University of Ottawa,451 Smyth Road, Ottawa, ON,Canada., Department of Neurobiology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, 31-343 Krakow,Poland., Department of Neurobiology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, 31-343 Krakow,Poland., Department of Neurobiology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, 31-343 Krakow,Poland., Department of Experimental Neuroendocrinology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, PL 31-343 Krakow,Poland., Department of Experimental Neuroendocrinology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, PL 31-343 Krakow,Poland., Department of Experimental Neuroendocrinology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, PL 31-343 Krakow,Poland., Department of Neurobiology,Institute of Pharmacology, Polish Academy of Sciences,Smetna 12, 31-343 Krakow,Poland., Ottawa Hospital Research Institute (Neuroscience), University of Ottawa,451 Smyth Road, Ottawa, ON,Canada.",",",7,37,No,True Negative
0.3,22232550,Increased serotonin-1A (5-HT1A) autoreceptor expression and reduced raphe serotonin levels in deformed epidermal autoregulatory factor-1 (Deaf-1) gene knock-out mice.,The Journal of biological chemistry,"Margaret null Czesak, Brice null Le frana§ois, Anne M Millar, Mariam null Deria, Mireille null Daigle, Jane E Visvader, Hymie null Anisman, Paul R Albert, 22232550 null 22232550, ","Ottawa Hospital Research Institute, Neuroscience, Department of Cellular and Molecular Medicine, University of Ottawa, Ottawa, Ontario K1H 8M5, Canada., Ottawa Hospital Research Institute Ottawa Health Research Institute Ottawa Canada Carleton University Carleton University Ottawa Canada ","Animals,Autoreceptors,Depressive Disorder,Female,Fluorescent Antibody Technique,Male,Mice,Mice, 129 Strain,Mice, Inbred BALB C,Mice, Inbred C57BL,Mice, Knockout,Polymorphism, Genetic,Promoter Regions, Genetic,RNA, Messenger,Raphe Nuclei,Receptor, Serotonin, 5-HT1A,Serotonin,Transcription Factors,Tryptophan Hydroxylase,",7,37,No,True Negative
